abadanlıq	ɑbɑdɑnɫɯχ
sıyırqac	sɯjɯrgadz
sıyırqac	sɯjɯrgadʒ
sıyırqac	sɯjɯrɣadz
sıyırqac	sɯjɯrɣadʒ
soba	sobɑ
şöbə	ʃœːbæ
söhbət	sœːbæt
söhbət	sœhbæt
söhbət	sœhpæt
söhbət	sœjbæt
şöhrət	ʃœhræt
sökmək	sœçmɑχ
sökmək	sœhmɑχ
sökmək	sœkmæj
sökmək	sœkmæk
sökmək	sœtʃmɑχ
söküntü	sœkynty
söküntü	sœtʃynty
solaxay	soɫɑχɑj
soldış	soɫdɯʃ
solmaq	soɫmɑx
sol	soɫ
söndürmək	sœndyrmæj
söndürmək	sœndyrmæk
söndürmək	sœndyrmɑχ
sönmək	sœjmæj
sönmək	sœnmæk
sonra	sonram
sonra	sonrɑ
son	son
sonuncu	sonundzu
sonuncu	sonundʒu
sormaq	sormɑχ
sosializm	sɑsiɑlizm
sosializm	sosiɑlizm
soxasox	soχɑsoχ
soxmaq	soχmɑχ
soxulcan	soxuɫdzɑn
soxulcan	soxuɫdʒɑn
soyad	sojɑd
söykəmək	sœjkæmæj
söykəmək	sœjkæmæk
söykənmək	sœjkænmæj
söykənmək	sœjkænmæk
söyləmək	sœjlæmæj
söyləmək	sœjlæmæk
soymaq	sojmɑχ
söymək	sœjmæj
söymək	sœjmæk
söymək	sœjmɑχ
soyuducu	sojududzu
soyuducu	sojududʒu
soyunmaq	sojumːɑχ
soyuq	sojuχ
söyüş	sœjyʃ
soyutmaq	sojutmɑχ
soyutma	sojutmɑ
söz	sœz
ssenari	sːenɑri
ssrİ	eseseri
stəkan	iscæn
stəkan	iscɑn
stəkan	istæcɑn
stəkan	stæcɑn
stul	stuɫ
şüar	ʃuɑr
şüar	ʃyɑr
subay	subɑj
şübhə	ʃybhæ
şübhə	ʃypæ
sübut	sybut
süfrə	syfræ
suiti	suiti
sulamaq	suɫɑmɑx
sülh	sylh
şuluq	ʃuɫuχ
sumka	sumkɑ
sümük	symyj
sümük	symyk
sünnət	synnæt
sünni	synːi
sürətləndirmək	syrætlændirmæk
sürətlənmək	syrætlæmːæk
sürətlənmək	syrætlænmæk
sürətlənmə	syrætlæmːæ
sürətlənmə	syrætlænmæ
surət	suːræt
sürgün	syrɟyn
sürmək	syrmæj
sürmək	syrmæk
sürmək	syrmɑχ
sürtgü	syrtdʒy
sürtgü	syrtɟy
sürtkü	syrtcy
sürtkü	syrttʃy
sürücü	syrydzy
sürücü	syrydʒy
sürüşkən	syryʃcæn
sürüşkən	syryʃɟæn
sürü	syry
susamaq	susɑmɑχ
susdurmaq	susdurmaχ
susdurmaq	susturmaχ
şüşə	ʃyʃæ
susmaq	susmaχ
su	su
şüur	ʃyuːr
süysün	syjsyn
şüyüd	ʃyjyd
süzmək	syzmæj
süzmək	syzmæk
tabaşir	tɑbɑːʃir
tabe	tɑːbe
tacir	tɑːdzir
tacir	tɑːdʒir
tac	tɑdz
tac	tɑdʒ
taktika	tɑktikɑ
taktiki	tɑktiki
talamaq	tɑɫɑmɑx
tala	tɑɫɑ
tale	tɑːleh
tamamilə	tæmɑmiːlæ
tamamilə	tɑmɑːmiːlæ
tamaşaçı	tɑmɑʃɑtsɯ
tamaşaçı	tɑmɑʃɑtʃɯ
tamaşa	tɑmɑʃɑ
tanışmaq	tɑnɯʃmɑχ
tanış	tɑnɯʃ
tanrı	tɑnrɯ
tapdalamaq	tɑptɑɫɑmɑχ
tapıntı	tɑpɯntɯ
tapmaq	tɑpmɑχ
tapşırmaq	tɑpʃɯrmɑχ
taqət	tɑːgæt
tarakan	tɑrɑkɑn
tarixi	tɑːriχi
tarla	tɑrɫɑ
tar	tɑr
taun	tɑun
taxmaq	tɑχmɑχ
tayfa	tɑjfɑ
tayqol	tɑjgoɫ
tayqulaq	tɑjguɫɑx
telefon	telefon
televiziya	televizijɑ
tel	tel
terapevt	terɑpeft
texnoloji	texnoɫoʒɯ
tezliklə	tezliklæ
tezlik	tezdiç
tezlik	tezdij
tezlik	tezdik
tezlik	tezliç
tezlik	tezlij
tezlik	tezlik
təbaşir	tæbɑːʃir
təbəə	tæbææ
təbrik	tæbrik
təbrik	tæbritʃ
təcavüzkar	tædzɑːvyztʃɑr
təcavüzkar	tædʒɑːvyzcɑr
təcrübə	tædzrybæ
təcrübə	tædʒrybæ
tədarük	tædɑːryc
tədarük	tædɑːrytʃ
tədbirli	tædbirːi
tədbirli	tædbirli
tədbir	tædbir
tədhiş	tædhiʃ
təəccüblənmək	tæædzyblænmætʃ
təəccüblənmək	tæædʒyblænmæk
təfavüt	tæfɑːvyt
təfavüt	tæfot
təfavüt	tafot
təftiş	tæftiʃ
təğyir	tæɣjir
təhqir	tæhgir
təhrir	tæhrir
təhsil	tæhsil
təkbuynuz	tæcbujnuz
təkər	tæcær
təkər	tæjæɾ
təkər	tætʃær
təkə	tækæ
təkid	tækid
təkid	tætʃid
təki	tæci
təkmilləşdirmək	tækmilːæʃdirmæk
təknikahlılıq	tætʃnidʒahɫɯlɯχ
təknikahlılıq	tætʃnitʃahɫɯlɯχ
təkrar	tæcrɑr
təkrar	ticrɑr
təkrar	titʃrɑr
tək	tæç
tək	tæh
tək	tæk
təkyə	tæcjæ
təlabat	tæɫɑbɑt
təlatüm	tæɫɑːtym
tələbat	tælæbɑt
tələbə	tælæbæ
tələk	tælæc
tələk	tælætʃ
tələt	tælæt
təliqə	tæligæ
təmin	tæːmin
təmir	tæːmir
təmizkarlıq	tæmizcɑrːɯχ
təmizkarlıq	tæmizcɑrɫɯχ
təmizkar	tæmizcɑr
təmizləmək	tæmizdæmæc
təmizləmək	tæmizdæmæj
təmizləmək	tæmizlæmæc
təmizləmək	tæmizlæmæj
təmrin	tæmrin
tənək	tænæc
tənək	tæŋæc
təntik	tæntic
təqaüd	tægɑːyd
təqdir	tægdir
təqdis	tægdis
təqvim	tægvim
tərcüməçi	tæɾdzymætsi
tərcüməçi	tæɾdʒymætʃi
tərəfindən	tæræfinːæn
tərəfindən	tæræfindæn
tərəf	tæræf
tərəvəz	tærævæz
tərəzi	tæræzi
tərgitmək	tærɟitmæj
tərgitmək	tærɟitmæk
tərləmək	tærːæmæc
tərləmək	tærːæmæj
tərləmək	tærːæmɑχ
tərpənmək	tærpæmːmæj
tər	tær
təsirli	tæsirːi
təsirli	tæsirli
təsirsiz	tæsirsiz
təşviqat	tæʃvigɑt
təşviqat	tæʃviɣɑt
tətik	tætic
təvəllüdlü	tævælːydly
təvəllüd	tævælːyd
təxir	tæχir
təxsis	tæχsis
təzad	tæzɑd
təzahür	tæzɑːhyr
təzəcə	tæzædzæ
təzəcə	tæzædʒæ
təzə	tæzæ
təzminat	tæzminɑt
tibb	tib
ticarət	tidzɑɾæt
ticarət	tidʒɑɾæt
tikə	tikæ
tikə	titʃæ
tikili	ticili
tikili	titʃili
tikinti	ticinti
tikinti	titʃinti
tikmək	tikmæj
tikmək	tikmej
tikmək	titʃmæç
tikmək	titʃmɑχ
tilişkə	tiliʃcæ
tire	tire
tıncıxmaq	tɯndzɯχmɑχ
tıncıxmaq	tɯndʒɯχmɑχ
tısbağa	tɯsbɑɣɑ
tıxac	tɯχɑdz
tıxac	tɯχɑdʒ
tökmək	tœcmæc
tökmək	tœcmæj
tökmək	tœkmɑχ
tok	tok
topal	topɑɫ
topa	topɑ
toplu	topɫu
toran	torɑn
torba	torbɑ
törəmək	tœræmæc
tormoz	tormoz
torpaq	toprɑχ
torpaq	torpɑχ
tövbə	tœːbæ
tövbə	tœvbæ
tövsiyə	tœvsijæ
toxum	toχum
toxunmaq	toχumːɑχ
toyuq	tojuχ
tozağacı	tozaɣadzɯ
tozağacı	tozaɣadʒɯ
tozağacı	tozaɣaʒɯ
tozsoran	tosːorɑn
toz	toz
trolleybus	trɑlːejbus
tuba	tubɑ
tükənmək	tykæmːæk
tükənmək	tykænmæk
tükənmə	tykæmːæ
tükənmə	tykænmæ
tükənmə	tytʃænmæ
tülkü	tylcy
tuman	tumɑn
tumov	tumov
tumurcuq	tumurdzuχ
tumurcuq	tumurdʒuχ
tünd	tynd
türbə	tyrbæ
türkiyə	tyrkijæ
turşəng	turʃæŋg
tüstü	tysːi
tüstü	tysty
tutmaq	dutmɑχ
tutmaq	tutmɑχ
tutulmaq	tutuɫmɑχ
ucadan	udzɑdɑn
ucadan	udʒɑdɑn
uca	udzɑ
uca	udʒɑ
üçbucaq	ytsbudzɑχ
üçbucaq	ytʃbudʒɑχ
uçmaq	utsmɑx
uçmaq	utʃmɑx
ucqar	udzgɑr
ucqar	udʒgɑr
üçüncü	ytʃyndʒy
üçün	ytsyn
üçün	ytʃyn
uçurmaq	utsurmɑx
uçurmaq	utʃurmɑx
uçuş	utsɯʃ
uçuş	utʃɯʃ
ucuz	udzuz
ucuz	udʒuz
udlaq	udɫɑχ
udmaq	udmɑχ
uduş	udɯʃ
uduzmaq	uduzmɑχ
uduzmaq	utuzmɑχ
uğramaq	uɣrɑmɑχ
uğurlu	uɣurːu
uğurlu	uɣurɫu
uğur	uɣur
ulamaq	uɫɑmɑx
ulama	uɫɑmɑ
ülgüc	ylɟydʒ
ülgü	ylɟy
ulu	uɫu
ümid	ymid
ümumi	ymuːmi
unitaz	unitɑz
ünlü	ynːy
ünlü	ynly
ünsür	ynsyr
unudulmaz	unuduɫmɑz
unutmaq	unutmɑχ
unutqan	unutkɑn
ünvan	ynvɑn
ürək	yræç
ürək	yɾæc
ürək	yɾæj
ürəmək	yræmæc
ürəmək	yræmæɟ
ürəmək	yrymæχ
uşaqbazlıq	uʃɑχbɑzɫɯχ
uşaqbaz	uʃɑɣbɑz
uşaq	uʃɑχ
üstqurum	ystgurum
üstündə	ystyndæ
üstünə	ystynæ
üst	yst
üşütmək	yʃytmæc
üşütmə	yʃytmæ
utanc	utɑndz
utanc	utɑndʒ
utanmaq	utɑmːɑχ
ütü	yty
uyğun	ujɣun
uymaq	ujmɑχ
uzanmaq	uzɑmːɑχ
uzanmaq	uzɑnmɑχ
uzaqbaşı	uzɑɣbɑʃɯ
uzaqlıq	uzɑɣɫɯx
uzaq	uzɑχ
üzbəüz	yzbæyz
üzərində	yzærindæ
üzgün	yzdʒyn
üzgün	yzɟyn
üzmək	yzmæj
üzmək	yzmæk
üzmək	yzmɑχ
üzrə	yzræ
üzügülər	yzyɟylær
üzük	yzyj
üzük	yzyk
uzundraz	uzundrɑz
uzun	uzun
üzv	yzv
vacib	vɑːdzib
vacib	vɑːdʒib
vacib	vɑdzɯb
vacib	vɑdʒɯb
vağzal	vɑɣzɑɫ
vaksin	vɑksin
valideynlik	vɑːlidejnlik
valideyn	vɑlidejn
vanil	vɑnil
varlıq	vɑrɫɯχ
varmaq	vɑrmɑχ
vasitə	vɑːsitæ
vatsap	vɑtsɑp
vec	vedz
vec	vedʒ
vergiçi	verɟitsi
vergiçi	verɟitʃi
vergi	værɟi
vergi	verɟi
vergül	vergyl
verilənlər	verilænlær
veriliş	veriliʃ
verilmək	værilmɑχ
verilmək	værylmej
verilmək	verilmæj
verilmək	verilmæk
vermək	værmæj
vermək	vermæc
vermək	vermæç
vermək	vermɑχ
vəba	væbɑ
vədə	vædæ
vəkil	vækil
vərəq	væræg
vərəq	væræk
vəsmə	væsmæ
vətənpərəst	vætænpæræst
vətənpərvər	vætænpærvær
vəzifə	væziːfæ
vəzi	væzi
vəziyyət	væzijæt
vəznə	væznæ
vəznə	veznæ
vəzn	væzn
vicdansız	vidzdɑnsɯz
vicdansız	vidʒdɑnsɯz
vicdansız	viʒdɑnsɯz
vicdan	vidzdɑn
vicdan	vidʒdɑn
vicdan	viʒdɑn
vilayət	vilɑːjæt
voleybolçuluq	volejboɫtʃuɫuχ
voleybolçu	volejboɫtsu
voleybolçu	volejboɫtʃu
voleybol	volejboɫ
vücud	vydzud
vücud	vydʒud
vurğulamaq	vurɣuɫɑmɑχ
vurğun	vurɣun
vzvod	vɯzvod
xadim	χɑːdim
xalaoğlu	χɑɫɑoɣɫu
xalaqızı	χɑɫɑgɯzɯ
xalat	χɑɫɑt
xala	χɑɫɑ
xalça	χɑɫtsɑ
xalça	χɑɫtʃɑ
xali	xɑːli
xalq	χɑlχ
xalq	χɑɫg
xalq	χɑɫk
xam	xɑm
xarici	χɑːridzi
xarici	χɑːridʒi
xatirə	χɑːtɯræ
xatir	xɑːtir
xatırlamaq	χɑtɯrɫɑmɑχ
xatırlatmaq	χɑtɯrɫɑtmɑχ
xeyir	χejir
xeyriyyə	xejrijæ
xəbər	χæbær
xələf	xælæf
xəlifə	xæliːfæ
xəlvət	xælvæt
xəmir	χæmir
xərçəng	xærtʃæŋg
xərcləmək	χærdzlæmæk
xərcləmək	χærdʒlæmæk
xərc	χærdz
xərc	χærdʒ
xəstəlik	χæstælij
xəstəlik	χæstælik
xəstə	xæstæ
xəstəxana	χæstæχɑnɑ
xətçəkən	χættsætʃæn
xətçəkən	χættʃækæn
xətkeş	χætkeʃ
xəzinə	xæziːnæ
xəz	xæz
xilafət	xilɑːfæt
xiyaban	χijɑbɑn
xiyaban	χijɑvɑn
xiyaban	χɯjɑbɑn
xiyar	χɯjɑr
xırdalamaq	xɯrdɑɫɑmɑx
xırda	xɯrdɑ
xırnik	χɯrniç
xırnik	χɯrnij
xırnik	χɯrnik
xodlamaq	χotːɑmɑχ
xodlanmaq	χotːɑmɑχ
xonça	xontsɑ
xonça	xontʃɑ
xora	xorɑ
xoşagəlməz	χoʃɑdʒælmæz
xoşagəlməz	χoʃɑɟælmæz
xoş	xoʃ
xötək	χœtæç
xötək	χœtæj
xötək	χœtæk
xötək	χœtætʃ
xudbin	χudbin
xurma	χurmɑ
yaba	jɑbɑ
yaban	jɑbɑn
yad	jɑd
yadplanetli	jɑdplɑnetli
yağı	jɑɣɯ
yağıntı	jɑɣɯntɯ
yağış	jaɣɯʃ
yağ	jɑɣ
yağmurluq	jɑɣmurːux
yağmurluq	jɑɣmurlux
yalamaq	jɑɫɑmɑχ
yalan	jɑɫɑn
yalınayaq	jɑɫɯnɑjɑɣ
yalın	jɑɫɯn
yal	jɑɫ
yalnız	jɑɫnɯz
yalvarmaq	jɑɫvɑrmɑχ
yamac	jɑmɑdʒ
yaman	jɑmɑn
yanacaq	jɑnɑdzɑχ
yanacaq	jɑnɑdʒɑχ
yanaq	jɑnɑχ
yanaşı	jɑnɑʃɯ
yandırmaq	jɑndɯrmɑχ
yanğın	jɑnɣɯn
yanğınsöndürən	jɑnɣɯnsœndyræn
yanına	jɑnɯnɑ
yanında	jɑnɯndɑ
yanıq	jɑnɯχ
yanlış	jɑɫnɯʃ
yanlış	jɑnɫɯʃ
yanmaq	jɑmːɑχ
yanmaq	jɑnmɑχ
yapalaq	jɑpɑɫaχ
yapışdırmaq	jɑpɯʃdɯrmɑχ
yaradıcı	jɑrɑdɯdzɯ
yaradıcı	jɑrɑdɯdʒɯ
yaradıcılıq	jɑrɑdɯdzɯɫɯχ
yaradıcılıq	jɑrɑdɯdʒɯɫɯχ
yaradılış	jɑrɑdɯɫɯʃ
yaradılmaq	jɑrɑdɯɫmɑχ
yara	jɑrɑ
yaralı	jɑrɑɫɯ
yaramaq	jɑrɑmɑχ
yaramaz	jɑrɑmɑz
yaranal	jɑrɑnɑɫ
yaranmaq	jɑrɑnmɑχ
yarasa	jɑrɑsɑ
yaraşıqlı	jɑrɑʃɯɣɫɯ
yaraşmaq	jɑrɑʃmɑχ
yaratmaq	jɑrɑtmɑχ
yardım	jɑrdɯm
yarğan	jɑrɣɑn
yarı	jɑrɯ
yarımada	jɑrɯmɑdɑ
yarımçıq	jɑrɯmtsɯx
yarımçıq	jɑrɯmtʃɯx
yarım	jɑrɯm
yarımkürə	jɑrɯmkyræ
yarımkürə	jɑrɯmtʃyræ
yarımsavadlı	jɑrɯmsɑvɑdɫɯ
yarın	jɑrɯn
yarısavadlı	jɑrɯsɑvɑdɫɯ
yarış	jɑrɯʃ
yarmaq	jɑrmɑχ
yarpaq	jæprɑx
yarpaq	jɑrpɑχ
yarus	jɑrus
yasaq	jɑsɑχ
yaşasın	jɑʃɑsɯn
yaşayış	jɑʃɑjɯʃ
yaşdaş	jɑʃdɑʃ
yasəmən	yɑːsæmæn
yaşıd	jɑʃɯd
yaşırmaq	jɑʃɯrmɑχ
yaş	jɑʃ
yaşlı	jɑʃɫɯ
yaşmaq	jɑʃmɑχ
yastıq	jɑstɯχ
yatab	jɑtɑb
yataq	jɑtɑχ
yatırım	jɑtɯrɯm
yatırmaq	jatɯrmɑχ
yatızdırmaq	jatɯzdɯrmɑχ
yatmaq	jɑtmɑχ
yavan	yɑvɑn
yavaş	jɑvɑʃ
yavıq	jɑvɯx
yavuq	jɑvux
yaxa	jɑχɑ
yaxalamaq	jɑχɑɫɑmɑχ
yaxın	jɑxɯn
yaxınlığında	jɑχɯnɫɯɣɯndɑ
yaxınlıq	jɑxɯnɫɯx
yaxmaq	jɑχmɑχ
yaxşı	jɑχʃɯ
yaxşı	jɑχtsɯ
yaxşı	jɑχtʃɯ
yaxud	jɑxud
yayılma	jɑjɯɫmɑ
yay	jɑj
yayla	jɑjɫɑ
yaylaq	jɑjlɑχ
yaylıq	jɑjɫɯχ
yazdırmaq	jɑzdɯrmɑχ
yazıçı	jɑzɯtsɯ
yazıçı	jɑzɯtʃɯ
yazı	jɑzɯ
yazılış	jɑzɯlɯʃ
yazılmaq	jɑzɯɫmɑχ
yazın	jɑzɯn
yazıq	jɑːzɯɣ
yazıq	jɑːzɯχ
yazışmaq	jɑzɯʃmaχ
yaz	jɑz
yazmaq	jɑzmɑχ
yeddi	jetːi
yeddinci	jetːindzi
yeddinci	jetːindʒi
yeganə	jedʒɑːnæ
yeganə	jeɟɑːnæ
yekə	jekæ
yekə	jetʃæ
yelçəkən	jeltʃækæn
yel	jel
yelləncək	jelːændzætʃ
yelləncək	jelːændʒæj
yelləncək	jelːændʒæk
yellənmək	jelːænmæj
yellənmək	jelːænmæk
yellənmək	jelːænmætʃ
yelpik	jelpiç
yelpik	jelpij
yelpik	jelpik
yemək	jemæc
yemək	jemæj
yemək	jemɑχ
yengə	jeŋɟæ
yenidən	jenidæn
yeni	jeni
yenilməz	jenilmæz
yenmək	jemːæj
yenmək	jemːæk
yenmək	jenmæj
yenmək	jenmæk
yepiskop	jepiskop
yerimək	jerimæj
yerimək	jerimæk
yerləşdirmək	jerːæʃdirmæj
yerləşdirmək	jerlæʃdirmæj
yerləşmək	jerːæʃmæj
yerləşmək	jerlæʃmæj
yersiz	jersiz
yesir	jesir
yetim	jetim
yetişdirmək	jetiʃdirmæc
yetişdirmək	jetiʃdirmæj
yetişmək	jetiʃmæc
yetişmək	jetiʃmæj
yetişmiş	jetiʃmiʃ
yetmək	jetmæc
yetmək	jetmæj
yetmişinci	jetmiʃindʒi
yetmiş	jetmiʃ
yeyilmək	jejilmæc
yeyilmək	jejilmæj
yey	jeg
yey	jej
yeznə	jeznæ
yəqin	jæːgin
yəqin	jægin
yiyə	jijæ
yiyələnmək	jijælæmːæc
yiyələnmək	jijælænmæc
yiyəsiz	jijæsiz
yığılmaq	jɯɣɯɫmɑx
yığışdırmaq	jɯɣɯʃdɯrmɑχ
yığışmaq	jɯɣɯʃmɑχ
yığmaq	jɯɣmɑχ
yırğalamaq	jɯrɣɑɫɑmɑχ
yırtıcı	jɯrtɯdzɯ
yırtıcı	jɯrtɯdʒɯ
yırtmaq	jɯrtmɑχ
yıxmaq	jɯχmɑχ
yoğurmaq	joɣurmɑχ
yoğurt	joɣurt
yolçuluq	joɫtʃuɫuχ
yoluxmaq	joɫuχmɑχ
yoluxucu	joɫuχudzu
yoluxucu	joɫuχudʒu
yonca	jondzɑ
yonca	jondʒɑ
yön	jœn
yönlü	jœnːy
yönlü	jœnly
yonmaq	jomːɑχ
yonmaq	jonmɑχ
yorğanağı	jorɣɑnɑɣɯ
yorğan	jorɣɑn
yorğun	jorɣun
yorulmaq	jorulmɑχ
yorulmaz	joruɫmɑz
yosun	josun
yox	joχ
yoxlamaq	joχɫɑmɑχ
yoxsa	joχsɑ
yoxsul	joxsuɫ
yozmaq	jozmɑχ
yubatmaq	jubɑtmɑx
yükçü	jyktsy
yükçü	jyktʃy
yüksək	jyksæk
yumaq	jumɑχ
yumruq	jumruχ
yumruq	jumuruχ
yumşaq	jumʃaχ
yumşaq	jumuʃaχ
yumurta	jumurtɑ
yüngül	jynɟyl
yürümək	jyrymæc
yürümək	jyrymæj
yuva	juvɑ
yuvarlamaq	juvɑrːamɑx
yuvarlamaq	juvɑrɫɑmɑχ
yuvarlanmaq	juvɑrːamːɑx
yuvarlanmaq	juvɑrɫɑnmɑχ
yuvarlaq	juvɑrːɑx
yuvarlaq	juvɑrɫɑχ
yuva	uvɑ
yüyürmək	jyjyrmæc
yüyürmək	jyjyrmæj
yüzüncü	jyzyndʒy
zabit	zɑːbit
zadəgan	zɑːdæɟɑn
zad	zɑd
zahiri	zɑːhiri
zahı	zɑhɯ
zamanı	zɑmɑnɯ
zaman	zɑmɑn
zaqafqaziya	zɑgɑfgɑzjɑ
zavod	zɑvod
zəfəran	zæfærɑn
zəfər	zæfæɾ
zəhərli	zæhærːi
zəhərli	zæhærli
zəhmət	zæhmæt
zəhrimar	zæhirmɑr
zəhrimar	zæhrimɑr
zəiflik	zæifliç
zəiflik	zæiflij
zəif	zæif
zəlzələ	zælzælæ
zəmanə	zæmɑːnæ
zəncəfil	zændzæfil
zəncəfil	zændʒæfil
zəncirvari	zændzirvɑːri
zəncirvari	zændʒirvɑːri
zəncir	zændzir
zəncir	zændʒir
zəngin	zændʒin
zəngin	zæŋgin
zən	zæn
zərər	zærær
zərgər	zærɟær
zərurət	zæruːræt
zidd	zid
zirinc	zirindz
zirinc	zirindʒ
ziyadə	zijɑːdæ
ziyafət	zijɑfæt
ziyil	zijil
zökəm	zœcæm
zorakılıq	zorɑkɯlɯχ
zorlamaq	zorːɑmɑχ
zorlamaq	zorɫɑmɑχ
zorlama	zorːɑmɑ
zorlama	zorɫɑmɑ
zorla	zorːɑ
zorla	zorɫɑ
